Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13662,Counter Force,Wii,2007,Shooter,505 Games,0.04,0.0,0.0,0.0,0.04
13663,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
13664,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13665,Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.04
13666,Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04
13667,Empire Earth III,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13668,Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04
13669,Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
13670,Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
13671,Trigger Man,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0.0,0.0,0.04
13672,Trine 2,PC,2011,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
13673,99 no Namida,DS,2008,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13674,A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
13675,Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13676,Homeworld 2,PC,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13677,Haunted Casino,SAT,1996,Adventure,Societa,0.0,0.0,0.04,0.0,0.04
13678,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13679,Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,NEC Interchannel,0.0,0.0,0.04,0.0,0.04
13680,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.01,0.04
13681,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0.0,0.0,0.0,0.04
13682,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
13683,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04
13684,Barnyard,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04
13685,Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0.0,0.0,0.04,0.0,0.04
13686,Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0.0,0.0,0.04
13687,Front Mission,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04
13688,Alter Ego,PC,1985,Simulation,Activision,0.0,0.03,0.0,0.01,0.04
13689,Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0.0,0.0,0.0,0.04
13690,Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04
13691,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
13692,The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13693,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04
13694,NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13695,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.03,0.0,0.01,0.04
13696,Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04
13697,NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04
13698,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13699,Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0.0,0.0,0.0,0.04
13700,Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13701,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04
13702,Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04
13703,Heatseeker,PSP,2007,Action,Codemasters,0.04,0.0,0.0,0.0,0.04
13704,Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.02,0.01,0.0,0.01,0.04
13705,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04
13706,The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04
13707,Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04
13708,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13709,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04
13710,Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0.0,0.0,0.0,0.04
13711,Barnyard,GBA,2006,Action,THQ,0.03,0.01,0.0,0.0,0.04
13712,Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
13713,True Love Story 3,PS2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.04
13714,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04
13715,Castlevania: Lords of Shadow - Reverie,PS3,2011,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.01,0.04
13716,The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0.0,0.0,0.0,0.04
13717,Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04
13718,Stadium Games,GBA,2003,Sports,Ignition Entertainment,0.03,0.01,0.0,0.0,0.04
13719,Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04
13720,NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04
13721,MX World Tour Featuring Jamie Little,XB,2005,Racing,Crave Entertainment,0.03,0.01,0.0,0.0,0.04
13722,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.01,0.04
13723,The Ant Bully,GBA,2006,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04
13724,Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
13725,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04
13726,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04
13727,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04
13728,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04
13729,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.03,0.0,0.0,0.04
13730,Disney's Meet the Robinsons,GC,2007,Action,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04
13731,Crushed Baseball,GBA,2004,Sports,Summitsoft,0.03,0.01,0.0,0.0,0.04
13732,Amnesia,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
13733,Secret Service,X360,2008,Action,Activision Value,0.04,0.0,0.0,0.0,0.04
13734,RACE On,PC,2009,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.04
13735,Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0.0,0.0,0.0,0.04
13736,Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13737,Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13738,F1 2015,PC,2015,Racing,Codemasters,0.0,0.04,0.0,0.0,0.04
13739,Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04
13740,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04
13741,Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04
13742,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04
13743,Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0.0,0.0,0.0,0.04
13744,RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04
13745,Fritz Chess,PS3,2009,Strategy,Deep Silver,0.0,0.03,0.0,0.01,0.04
13746,FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.04
13747,Fighting Vipers 2,DC,2000,Fighting,Sega,0.0,0.0,0.04,0.0,0.04
13748,Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13749,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13750,Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04
13751,Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,0.0,0.0,0.04,0.0,0.04
13752,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13753,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.01,0.04
13754,BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0.0,0.0,0.04,0.0,0.04
13755,The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
13756,The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.04
13757,MLB 15: The Show,PSV,2015,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.01,0.04
13758,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
13759,Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0.0,0.0,0.04,0.0,0.04
13760,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
13761,Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.0,0.0,0.04,0.0,0.04
13762,Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0.0,0.0,0.04,0.0,0.04
13763,Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.04
13764,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04
13765,Disney's Hide & Sneak,GC,2003,Action,Capcom,0.03,0.01,0.0,0.0,0.04
13766,Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.04
13767,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04
13768,World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04
13769,R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.04,0.0,0.0,0.0,0.04
13770,The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0.0,0.0,0.0,0.04
13771,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0.0,0.0,0.04
13772,MTX Mototrax,PSP,2006,Racing,Activision,0.04,0.0,0.0,0.0,0.04
13773,MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04
13774,Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04
13775,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0.0,0.0,0.04,0.0,0.04
13776,Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04
13777,Richard Burns Rally,PC,2004,Racing,SCi,0.0,0.03,0.0,0.01,0.04
13778,Logic Machines,DS,2009,Puzzle,City Interactive,0.04,0.0,0.0,0.0,0.04
13779,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04
13780,Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.04
13781,Balloon Pop,Wii,2007,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.04
13782,Phantom Breaker,X360,2011,Fighting,5pb,0.02,0.0,0.02,0.0,0.04
13783,High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.04
13784,American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0.0,0.0,0.04
13785,Amagami,PSV,2014,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04
13786,Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04
13787,M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04
13788,M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04
13789,Disney Sports Soccer,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13790,Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04
13791,Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
13792,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0.0,0.04,0.0,0.0,0.04
13793,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0.0,0.0,0.0,0.04
13794,Evolution Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
13795,Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0.03,0.01,0.0,0.0,0.04
13796,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
13797,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
13798,The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04
13799,Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0.0,0.0,0.04,0.0,0.04
13800,Sega Arcade Gallery,GBA,2003,Misc,THQ,0.03,0.01,0.0,0.0,0.04
13801,NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13802,Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
13803,The Cube,Wii,2012,Action,Funbox Media,0.0,0.04,0.0,0.0,0.04
13804,The Cursed Crusade,PC,2011,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.04
13805,D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
13806,Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0.0,0.0,0.04,0.0,0.04
13807,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04
13808,Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
13809,Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04
13810,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04
13811,Jikkyou World Soccer 2002,PS2,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
13812,Caesar III,PC,1998,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13813,Caesar IV,PC,2006,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
13814,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.04
13815,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
13816,Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04
13817,Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04
13818,Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04
13819,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13820,Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04
13821,ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.04
13822,Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
13823,FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
13824,thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
13825,Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.03
13826,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03
13827,Super Dodgeball Brawlers (jp sales),DS,2008,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03
13828,Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.03
13829,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
13830,"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
13831,Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03
13832,Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
13833,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
13834,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
13835,Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
13836,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
13837,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
13838,SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
13839,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
13840,SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
13841,SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
13842,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.03
13843,Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
13844,D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0.0,0.0,0.03,0.0,0.03
13845,Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
13846,Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
13847,NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
13848,Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03,0.0,0.0,0.0,0.03
13849,Lost Planet 2,PC,2010,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03
13850,Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0.0,0.0,0.03
13851,M&Ms Shell Shocked,PS,2001,Action,Berkeley,0.02,0.01,0.0,0.0,0.03
13852,The Croods: Prehistoric Party!,3DS,2013,Misc,D3Publisher,0.01,0.02,0.0,0.0,0.03
13853,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
13854,Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.03
13855,D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
13856,SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0.0,0.0,0.0,0.03
13857,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
13858,Turn It Around,DS,2006,Action,505 Games,0.03,0.0,0.0,0.0,0.03
13859,Highschool Terra Story,SAT,1998,Adventure,KID,0.0,0.0,0.03,0.0,0.03
13860,Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03
13861,Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.03
13862,Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
13863,Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,Kando Games,0.02,0.01,0.0,0.0,0.03
13864,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03
13865,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03
13866,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,0.02,0.01,0.0,0.0,0.03
13867,Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
13868,Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
13869,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
13870,Chicken Shoot 2,GBA,2005,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
13871,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
13872,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
13873,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03
13874,Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03
13875,Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0.0,0.0,0.0,0.03
13876,UK Truck Simulator,PC,2010,Simulation,Unknown,0.0,0.03,0.0,0.0,0.03
13877,"Crouching Tiger, Hidden Dragon",GBA,2003,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03
13878,Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03
13879,The Flintstones: Big Trouble in Bedrock,GBA,2001,Platform,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03
13880,Little Bears,DS,2009,Simulation,RTL,0.03,0.0,0.0,0.0,0.03
13881,Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0.0,0.0,0.0,0.03
13882,Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03
13883,Petz: Catz Playground,DS,2010,Simulation,Ubisoft,0.03,0.0,0.0,0.0,0.03
13884,Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
13885,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03
13886,The Binding of Isaac,PC,2012,Action,Unknown,0.0,0.03,0.0,0.0,0.03
13887,Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03
13888,Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
13889,NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
13890,DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03
13891,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0.0,0.0,0.03,0.0,0.03
13892,CT Special Forces,GBA,2002,Action,LSP Games,0.02,0.01,0.0,0.0,0.03
13893,Rabbids Land,WiiU,2012,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.03
13894,Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03
13895,Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.03
13896,Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
13897,DT Carnage,PSP,2009,Racing,Agetec,0.03,0.0,0.0,0.0,0.03
13898,Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03
13899,Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03
13900,Radiant Silvergun,SAT,1998,Shooter,ESP,0.0,0.0,0.03,0.0,0.03
13901,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0.0,0.0,0.03
13902,Custom Beat Battle: Draglade 2,DS,2008,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
13903,Curious George,XB,2006,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
13904,Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03
13905,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03
